nama_tempat,rating_tempat,user_ratings_total,latitude,longitude,alamat_tempat,place_id,nama_kelurahan,nama_kecamatan,nama_kota
warteg 21,4.8,19,-6.2211618,106.8448696,"jl. pendawa no.2, rt.3/rw.5, menteng dalam, kota jakarta selatan",ChIJN8xhrefzaS4ReYI0FQkdFi0,Menteng Dalam,Setiabudi,Kota Jakarta Selatan
warteg murah rizqi,4.3,3,-6.2144411,106.8429165,"jl. payakumbuh no.14, rt.4/rw.6, menteng atas, kota jakarta selatan",ChIJB85Pumf1aS4RIIrT013awrA,Menteng Atas,Setiabudi,Kota Jakarta Selatan
warteg eli,0,0,-6.2213716,106.8415388,"qrhr+fj3, rt.10/rw.9, menteng atas, south jakarta city",ChIJ41ponbnzaS4RVaKK9xX0nbM,Menteng Atas,Setiabudi,Kota Jakarta Selatan
warteg dj,4.6,18,-6.22937,106.821576,"jl. guru mughni no.9, rt.2/rw.5, kuningan, kuningan tim., kota jakarta selatan",ChIJ-zMdEOPzaS4RsP1D_W1cffk,Kuningan Timur,Setiabudi,Kota Jakarta Selatan
warteg kembang,4.1,148,-6.2269406,106.8218963,"jl. guru mughni jl. sd no.21, rt.5/rw.1, kuningan, kuningan tim., kota jakarta selatan",ChIJfeXGxPzzaS4Ra8mJIOI6C5w,Kuningan Timur,Setiabudi,Kota Jakarta Selatan
warteg bahari 11,5,5,-6.230938,106.823469,"jl. komp. tni (auri) no.11, rt.3/rw.3, kuningan, kuningan tim., kota jakarta selatan",ChIJxw7cHCzzaS4Rtw7d-RgE6ak,Kuningan Timur,Setiabudi,Kota Jakarta Selatan
warteg bu ati,0,0,-6.2294004,106.8215767,"jl. guru mughni no.10, rt.2/rw.5, kuningan, kuningan tim., kota jakarta selatan",ChIJezhuEOPzaS4R_31zYm2fBZg,Kuningan Timur,Setiabudi,Kota Jakarta Selatan
warteg rizky,3.8,9,-6.229686,106.8225727,"jalan perintis rt.2/rw.5, rt.3/rw.5, kuningan, kuningan tim., kota jakarta selatan",ChIJq15KFOPzaS4RRIvf0vROEU4,Kuningan Timur,Setiabudi,Kota Jakarta Selatan
warteg ayu laka- laka,5,4,-6.220667,106.842047,"jl. rela no 4a rt 09, kel 11, rt.11/rw.10, menteng atas, kota jakarta selatan",ChIJkSaQ1u_zaS4RPwl7frKsA5M,Menteng Atas,Setiabudi,Kota Jakarta Selatan
warteg bahari,0,0,-6.221403,106.844424,"jl. menteng pulo, rt.12/rw.8, menteng atas, kota jakarta selatan",ChIJwwwDgovzaS4R-mU6M41P8VI,Menteng Atas,Setiabudi,Kota Jakarta Selatan
warteg eli,0,0,-6.2213716,106.8415388,"qrhr+fj3, rt.10/rw.9, menteng atas, south jakarta city",ChIJ41ponbnzaS4RVaKK9xX0nbM,Menteng Atas,Setiabudi,Kota Jakarta Selatan
warteg bahari lawang siji,5,3,-6.20964,106.826155,"jl. taman setia budi tim., rt.1rt 2/rw.2, kuningan, setia budi, kota jakarta selatan",ChIJ7zV84nX1aS4RKTA2PZG2cHE,Setia Budi,Setiabudi,Kota Jakarta Selatan
warteg sintia,0,0,-6.206665,106.8315867,"jl. edi v no.8, rt.8/rw.6, guntur, kota jakarta selatan",ChIJ30fpFIf1aS4RR-Hsh_1vMq0,Guntur,Setiabudi,Kota Jakarta Selatan
warteg kharisma bahari,4.5,2,-6.212525,106.8257325,"jl. bb no.20/11, rt.6/rw.5, kuningan, karet kuningan, kota jakarta selatan",ChIJt2vBzzX1aS4Rl9RNOczoxpE,Karet Kuningan,Setiabudi,Kota Jakarta Selatan
warteg nojo jaya,3.5,8,-6.2105606,106.8235463,"jalan raya kelurahan setiabudi no.2, rt.2/rw.2, kuningan, setia budi, kota jakarta selatan",ChIJv9lqjAP0aS4RF_M7KtfPA6Y,Setia Budi,Setiabudi,Kota Jakarta Selatan
warteg bu ati,0,0,-6.2294004,106.8215767,"jl. guru mughni no.10, rt.2/rw.5, kuningan, kuningan tim., kota jakarta selatan",ChIJezhuEOPzaS4R_31zYm2fBZg,Kuningan Timur,Setiabudi,Kota Jakarta Selatan
warteg citaayu,0,0,-6.2171727,106.8404217,"jl. menteng atas dalam, rt.14/rw.6, menteng atas, kota jakarta selatan",ChIJ4Y-VW_XzaS4R66zBHx0QdTM,Menteng Atas,Setiabudi,Kota Jakarta Selatan
warteg subsidi bahari,4.3,35,-6.2137514,106.8429523,"jl. payakumbuh no.79-83, rt.2/rw.9, ps. manggis, kota jakarta selatan",ChIJYaSM1Kv1aS4Rexn6l9onvwY,Pasar Manggis,Setiabudi,Kota Jakarta Selatan
warteg murah rizqi,4.3,3,-6.2144411,106.8429165,"jl. payakumbuh no.14, rt.4/rw.6, menteng atas, kota jakarta selatan",ChIJB85Pumf1aS4RIIrT013awrA,Menteng Atas,Setiabudi,Kota Jakarta Selatan
warteg ayu,0,0,-6.2090111,106.8418541,"jl. menteng wadas timur, rt.13/rw.2, ps. manggis, kota jakarta selatan",ChIJuaka1nL0aS4RETLwT0xq-ZI,Pasar Manggis,Setiabudi,Kota Jakarta Selatan
wahyoo warteg sinta bahari,4,2,-6.2150709,106.840792,"9, jl. menteng atas no.6, rt.9/rw.6, menteng atas, kota jakarta selatan",ChIJjUg5GBH1aS4R6eEb7z3yB5s,Menteng Atas,Setiabudi,Kota Jakarta Selatan
wahyoo warteg ortega sumber rezeki,0,0,-6.2108307,106.8435578,"jl. menteng wadas iv no.4, rt.14/rw.1, ps. manggis, kota jakarta selatan",ChIJnQGQNE31aS4RZcl7RH1Eslg,Pasar Manggis,Setiabudi,Kota Jakarta Selatan
warteg 88,5,1,-6.2111303,106.8400312,"15, jl. menteng bata no.16, rw.7, ps. manggis, kota jakarta selatan",ChIJYzRfMtr1aS4REmA0q5_vGbo,Pasar Manggis,Setiabudi,Kota Jakarta Selatan
warteg bahari pasar rumput,0,0,-6.2076568,106.8418593,"jl. sultan agung no.25, rt.5/rw.2, ps. manggis, kota jakarta selatan",ChIJX3UKt3z1aS4RgFZ2UMEJFGA,Pasar Manggis,Setiabudi,Kota Jakarta Selatan
warteg mj,0,0,-6.2139276,106.8384442,"jl. menteng atas no.32, rt.12/rw.12, menteng atas, kota jakarta selatan",ChIJP_IaZIf1aS4RzHnIjVB2Xp4,Menteng Atas,Setiabudi,Kota Jakarta Selatan
warteg pak kumis,4.4,38,-6.2189988,106.8411374,"jl. subur ujung no.4, rt.14/rw.15, menteng atas, kota jakarta selatan",ChIJmX3xK_XzaS4R1lNPl3trJj4,Menteng Atas,Setiabudi,Kota Jakarta Selatan
warteg della,4.3,3,-6.2298787,106.8214684,"jl. peltu rahmat sidup, rt.2/rw.2, karet semanggi, kota jakarta selatan",ChIJi1MQBuPzaS4RIoo3vQ60NW4,Karet Semanggi,Setiabudi,Kota Jakarta Selatan
warteg pak h. hasan,5,2,-6.2328174,106.8238167,"rt.5/rw.3, jl. kuningan barat raya, rt.5/rw.3, kuningan, kuningan tim., kota jakarta selatan",ChIJRdVC4sLzaS4RO3Szi_7e3Qc,Kuningan Timur,Setiabudi,Kota Jakarta Selatan
warteg bahari 11,5,5,-6.230938,106.823469,"jl. komp. tni (auri) no.11, rt.3/rw.3, kuningan, kuningan tim., kota jakarta selatan",ChIJxw7cHCzzaS4Rtw7d-RgE6ak,Kuningan Timur,Setiabudi,Kota Jakarta Selatan
warteg rizky,3.8,9,-6.229686,106.8225727,"jalan perintis rt.2/rw.5, rt.3/rw.5, kuningan, kuningan tim., kota jakarta selatan",ChIJq15KFOPzaS4RRIvf0vROEU4,Kuningan Timur,Setiabudi,Kota Jakarta Selatan
"warjo (warteg ijo hj, sujai)",4,1,-6.2294541,106.8215516,"qrcc+6j7, rt.2/rw.5, kuningan, east kuningan, south jakarta city",ChIJYcYOEOPzaS4Rk22kGin43Lw,Kuningan Timur,Setiabudi,Kota Jakarta Selatan
warteg putra bahari 113,5,1,-6.2106204,106.8468557,"jl. padang panjang no.5b, rt.4/rw.8, ps. manggis, kota jakarta selatan",ChIJhcdPdPv1aS4RTFUcafcs5QA,Pasar Manggis,Setiabudi,Kota Jakarta Selatan
warteg ayu,4.7,7,-6.2065779,106.8335704,"jl. halimun raya puskesmas no.depan, rt.15/rw.6, guntur, kota jakarta selatan",ChIJuWlC3RH0aS4R51sKiNLOr-8,Guntur,Setiabudi,Kota Jakarta Selatan
warteg anugrah,5,1,-6.205197,106.833145,"jl. galunggung no.05, rt.12/rw.6, guntur, kota jakarta selatan",ChIJu3cTefr1aS4RAPVqMJzbBM0,Guntur,Setiabudi,Kota Jakarta Selatan
warteg kharisma bahari - ambassador,4.7,10,-6.2239,106.828183,"jl. pedurenan masjid iii no.58, rt.11/rw.4, kuningan, karet kuningan, kota jakarta selatan",ChIJVeUhTvzzaS4R6VoBqCD8XYU,Karet Kuningan,Setiabudi,Kota Jakarta Selatan
warteg bu ning 2,5,1,-6.2232767,106.8275775,"jl. pedurenan masjid iii no.37, rt.11/rw.4, kuningan, karet kuningan, kota jakarta selatan",ChIJIYNmfHnzaS4Ri5FhVi8ug3w,Karet Kuningan,Setiabudi,Kota Jakarta Selatan
warteg kowantara jaksel,0,0,-6.2223742,106.8298821,"jl. pedurenan masjid 5 no.2, rt.5/rw.4, kuningan, karet kuningan, kota jakarta selatan",ChIJH26nq_DzaS4RiAjy8L6LhL8,Karet Kuningan,Setiabudi,Kota Jakarta Selatan
warteg bahari ibu bella,5,1,-6.2213802,106.8303001,"jl. pedurenan mesjid 1 rt.5/rw.4, rt.16/rw.4, kuningan, karet kuningan, kota jakarta selatan",ChIJHWfSox3zaS4RGDSykvfmrSU,Karet Kuningan,Setiabudi,Kota Jakarta Selatan
warteg putra bahari,5,1,-6.2227801,106.8323515,"jl. menteng atas barat, rt.16/rw.4, kuningan, karet kuningan, kota jakarta selatan",ChIJVVi88qfzaS4Rkk8n8QeYzMk,Karet Kuningan,Setiabudi,Kota Jakarta Selatan
warteg putri,4.5,105,-6.223198,106.828236,"jalan asem 4, rt.14/rw.4, kuningan, karet kuningan, kota jakarta selatan",ChIJ6xUMFvrzaS4RaCeYKqPzOHY,Karet Kuningan,Setiabudi,Kota Jakarta Selatan
warteg ibu nur,5,1,-6.2217946,106.8302986,"no., jl. pedurenan mesjid 1 no.22, rt.16/rw.4, kuningan, karet kuningan, kota jakarta selatan",ChIJW8HBUffzaS4Rwmp3Vi3ULJo,Karet Kuningan,Setiabudi,Kota Jakarta Selatan
warteg ibu wati,4.4,59,-6.2147302,106.8275275,"jl. karbela timur no.9, rt.9/rw.4, kuningan, karet, kota jakarta selatan",ChIJsWe4sgf0aS4RceYsAUFVx4E,Karet,Setiabudi,Kota Jakarta Selatan
warteg bahari mas bambang,5,2,-6.2131298,106.844983,"jl. padang panjang no.8, rt.5/rw.8, ps. manggis, kota jakarta selatan",ChIJC52MDHX0aS4RkWm1iqLJzhE,Pasar Manggis,Setiabudi,Kota Jakarta Selatan
warteg mekar jaya,5,2,-6.214583,106.8256022,"jl. karet belakang barat, rt.12/rw.2, kuningan, karet, kota jakarta selatan",ChIJM_Mh4gb0aS4RCIhNxG1QLKk,Karet,Setiabudi,Kota Jakarta Selatan
warteg baru,5,2,-6.2111319,106.8400303,"jl. menteng bata, rt.15/rw.7, ps. manggis, kota jakarta selatan",ChIJmWORogz0aS4R5_U6TpLzv8E,Pasar Manggis,Setiabudi,Kota Jakarta Selatan
warteg akotizam,4.6,44,-6.2126686,106.8234422,"jl. karet gusuran iii gg. kamboja no.10, rt.6/rw.1, kuningan, karet, kota jakarta selatan",ChIJZZDGUwH0aS4R_Jn8cbpksvQ,Karet,Setiabudi,Kota Jakarta Selatan
warteg bahari,4.5,6,-6.2092162,106.826903,"jalan setia budi tengah no. 07, rt.1/rw.1, setia budi, kecamatan setiabudi, rt.1/rw.1, kuningan, setia budi, kota jakarta selatan",ChIJC00EUCH1aS4RoMLt2gsdy2k,Setia Budi,Setiabudi,Kota Jakarta Selatan
warteg 88,4.1,17,-6.2128487,106.825929,"jalan perintis rt 8 rw 5, kelurahan karet, kecamatan setia budi, rt.12/rw.4, kuningan, karet, kota jakarta selatan",ChIJj2o9kAb0aS4RvV3NSi8oMRQ,Karet,Setiabudi,Kota Jakarta Selatan
warteg alto,4,1,-6.2069108,106.8306127,"jl. kuningan mulia no.2, rt.1/rw.6, guntur, kota jakarta selatan",ChIJnaHRkA_0aS4R3Aj8ZE-fsNg,Guntur,Setiabudi,Kota Jakarta Selatan
warteg murni,4.5,2,-6.2088374,106.8421317,"jl. menteng wadas timur, rt.9/rw.2, ps. manggis, kota jakarta selatan",ChIJCf792XL0aS4RZMOSt7Da3DI,Pasar Manggis,Setiabudi,Kota Jakarta Selatan
warteg takyat,4.3,108,-6.2063726,106.838335,"jl. guntur no.2, rt.8/rw.1, guntur, kota jakarta selatan",ChIJaUyE_iL1aS4RoZV9tGTz6cA,Guntur,Setiabudi,Kota Jakarta Selatan
warteg sumber rejeki,4.3,33,-6.210911,106.843766,"jalan sawah lunto no.20 rt 4 rw 01, kelurahan pasar manggis, kecamatan setiabudi, rt.14/rw.1, ps. manggis, kota jakarta selatan",ChIJZ7iqc3P0aS4RxJ0_RQDhe7U,Pasar Manggis,Setiabudi,Kota Jakarta Selatan
warteg badriah,0,0,-6.2097962,106.8272084,"jl. taman setia budi ii no.50, rt.1/rw.2, kuningan, setia budi, kota jakarta selatan",ChIJ0REFe7z1aS4RTCGRGEuLvjE,Setia Budi,Setiabudi,Kota Jakarta Selatan
warteg nojo jaya,5,4,-6.213249,106.8289988,"jl. karet karya no.5, rt.5/rw.5, kuningan, karet, kota jakarta selatan",ChIJBz7kIx31aS4RSK9HTU3m3bI,Karet,Setiabudi,Kota Jakarta Selatan
wahyoo warteg putra bahari,0,0,-6.2191449,106.8379734,"4, rt.5/rw.5, menteng atas, kota jakarta selatan",ChIJZ6pdjzTzaS4R1g3rBCgJ11k,Menteng Atas,Setiabudi,Kota Jakarta Selatan
warteg samiaji,4.1,21,-6.2052166,106.8329692,"jl. sultan agung no.6, rt.12/rw.6, guntur, kota jakarta selatan",ChIJh3qpthH0aS4RZsoSy5w2T4k,Guntur,Setiabudi,Kota Jakarta Selatan
warteg karunia rahayu,4.2,18,-6.2195024,106.8427692,"jl. subur dalam no.8, rt.4/rw.8, menteng atas, kota jakarta selatan",ChIJfWmaIYvzaS4RURpv4xrH_Nw,Menteng Atas,Setiabudi,Kota Jakarta Selatan
warteg berkah,5,1,-6.221354,106.842741,"jl. menteng pulo no.4, rt.5/rw.9, menteng atas, kota jakarta selatan",ChIJJS43VVTzaS4RMhUCYQDXpcE,Menteng Atas,Setiabudi,Kota Jakarta Selatan
warteg 21,4.8,19,-6.2211618,106.8448696,"jl. pendawa no.2, rt.3/rw.5, menteng dalam, kota jakarta selatan",ChIJN8xhrefzaS4ReYI0FQkdFi0,Menteng Dalam,Setiabudi,Kota Jakarta Selatan
warteg siang malam,4.6,51,-6.2147085,106.8436209,"jl. minangkabau barat no.75, rt.7/rw.8, ps. manggis, kota jakarta selatan",ChIJPzcUHHX0aS4RoVB7xpFPE0Y,Pasar Manggis,Setiabudi,Kota Jakarta Selatan
warteg dj,4.6,18,-6.22937,106.821576,"jl. guru mughni no.9, rt.2/rw.5, kuningan, kuningan tim., kota jakarta selatan",ChIJ-zMdEOPzaS4RsP1D_W1cffk,Kuningan Timur,Setiabudi,Kota Jakarta Selatan
warteg barokah,4.6,5,-6.216712,106.827459,"jl. karet belakang barat no.3 no 20, rt.19/rw.2, kuningan, karet kuningan, kota jakarta selatan",ChIJf7Ge7R71aS4RXUK_OuZXQK4,Karet Kuningan,Setiabudi,Kota Jakarta Selatan
warteg putri,4.5,17,-6.2197253,106.8244858,"jl. h. sidik no.30, rt.6/rw.6, kuningan, karet kuningan, kota jakarta selatan",ChIJObivLHDzaS4Rrutp4VQq0M8,Karet Kuningan,Setiabudi,Kota Jakarta Selatan
warteg kembang,4.1,148,-6.2269406,106.8218963,"jl. guru mughni jl. sd no.21, rt.5/rw.1, kuningan, kuningan tim., kota jakarta selatan",ChIJfeXGxPzzaS4Ra8mJIOI6C5w,Kuningan Timur,Setiabudi,Kota Jakarta Selatan
warteg bahari,4,1,-6.2208801,106.8200318,"jl. karet sawah, rt.3/rw.3, karet semanggi, kota jakarta selatan",ChIJd2e5RP7zaS4RMoTbprhaktI,Karet Semanggi,Setiabudi,Kota Jakarta Selatan
warteg bu ani,3.8,4,-6.2185582,106.8226617,"gg. tiong ujung kecamatan no.20.rt 04/01, rt.7/rw.4, kuningan, karet kuningan, kota jakarta selatan",ChIJPcROR__zaS4R44eusKgsCck,Karet Kuningan,Setiabudi,Kota Jakarta Selatan
warteg kuning,0,0,-6.2225118,106.8210536,"jl. guru mughni no.170, rt.17/rw.4, kuningan, kota jakarta selatan",ChIJm7SIm9rzaS4RD6J-kdEZLE4,Kuningan,Setiabudi,Kota Jakarta Selatan
warteg biru,4.4,19,-6.222901,106.8209295,"jl. guru mughni blok no.8, rt.1/rw.3, karet semanggi, kota jakarta selatan",ChIJN66F9_zzaS4RSmv_R9fk6Cw,Karet Semanggi,Setiabudi,Kota Jakarta Selatan
warteg angga,4.5,6,-6.218192,106.825028,"jl. anggrek ii no.1, rt.6/rw.2, kuningan, karet kuningan, kota jakarta selatan",ChIJNzvBuQ_zaS4RI1wu09h_5LA,Karet Kuningan,Setiabudi,Kota Jakarta Selatan
warteg jaya,0,0,-6.2263385,106.821039,"jl. guru mughni no.8, rt.5/rw.1, kuningan, kota jakarta selatan",ChIJfcVGNlrzaS4RnQWn3fG0qIk,Kuningan,Setiabudi,Kota Jakarta Selatan
warteg berkah,4.3,3,-6.222457,106.820594,"jl. guru mughni no.147, rt.1/rw.3, karet semanggi, kota jakarta selatan",ChIJmRFo5qrzaS4RJLZsBv2W5Vg,Karet Semanggi,Setiabudi,Kota Jakarta Selatan
warteg ibu putri,4.9,9,-6.2205251,106.825301,"jl. karet pedurenan no.3, rt.3/rw.4, kuningan, karet kuningan, kota jakarta selatan",ChIJIc9nSPnzaS4RXfpEBvUpS5g,Karet Kuningan,Setiabudi,Kota Jakarta Selatan
warteg bu hj. muniroh,4.8,11,-6.2255495,106.8215251,"jl. bates no.rt.8, rt.8/rw.1, kuningan, kuningan tim., kota jakarta selatan",ChIJz_p58PzzaS4RH5XrXgbw-V4,Kuningan Timur,Setiabudi,Kota Jakarta Selatan
warteg mekarjaya,4.4,53,-6.22179,106.825715,"jl. pedurenan masjid iii no.4, rt.3/rw.6, kuningan, kota jakarta selatan",ChIJ0ZdzeYjzaS4RgKW6JmNNDHQ,Kuningan,Setiabudi,Kota Jakarta Selatan
warteg net bahari,4.4,53,-6.2275826,106.8215623,"jl. guru mughni, rt.2/rw.5, rt.4/rw.1, kuningan, kuningan tim., kota jakarta selatan",ChIJRcEfaj7zaS4RO2XyTjNbAUs,Kuningan Timur,Setiabudi,Kota Jakarta Selatan
warteg 100%,4.4,42,-6.2167966,106.8222188,"jalan bek kh rohyani i no. 9, rt.6/rw.1, karet kuningan, kecamatan setiabudi, rt.6/rw.1, kuningan, karet kuningan, kota jakarta selatan",ChIJuZARmAD0aS4R7dIOEU0CIg4,Karet Kuningan,Setiabudi,Kota Jakarta Selatan
warteg mekar jaya,4.4,18,-6.2217954,106.8257664,"jl. karet pedurenan no.52 4, rt.4/rw.7, kuningan, karet kuningan, kota jakarta selatan",ChIJ3-tla_nzaS4R7BfOt7mwEEY,Karet Kuningan,Setiabudi,Kota Jakarta Selatan
warteg rakyat,4.3,16,-6.2168126,106.8224824,"jalan k jl. kh royani iii no.10, rt.6/rw.1, kuningan, karet kuningan, kota jakarta selatan",ChIJ138lowD0aS4RX6Odqe9XqQ0,Karet Kuningan,Setiabudi,Kota Jakarta Selatan
warteg nojo jaya 99,5,3,-6.2168497,106.822256,"jl. k.h. royani i no.9, rt.6/rw.1, kuningan, karet kuningan, kota jakarta selatan",ChIJ9ZizEkL1aS4R7y0LfOjA-40,Karet Kuningan,Setiabudi,Kota Jakarta Selatan
warteg 234,4.5,4,-6.2163563,106.8235772,"jl. karet belakang no.28, rt.1/rw.2, kuningan, karet kuningan, kota jakarta selatan",ChIJm8UVtAD0aS4ROBJkm-OsbwA,Karet Kuningan,Setiabudi,Kota Jakarta Selatan
warteg ahai jaya,4.7,43,-6.217871,106.82706,"jl anggrek 5 rt 14/rw 07 kel, 7 no.16, rt.16/rw.7, kuningan, karet kuningan, kota jakarta selatan",ChIJpRu8ZPjzaS4RZOc8Q7r-8KU,Karet Kuningan,Setiabudi,Kota Jakarta Selatan
warteg gaspoll 2.0,4.5,4,-6.2225658,106.8212412,"jl. prof. dr. satrio no.8, rt.17/rw.6, kuningan, karet kuningan, kota jakarta selatan",ChIJne7qKfzzaS4RpnpEbCwVUYA,Karet Kuningan,Setiabudi,Kota Jakarta Selatan
warteg biru,0,0,-6.217992,106.820167,"gedung ciputra world 1 di besment 1, jl. prof. dr. satrio, rt.2/rw.1, kuningan, karet kuningan, kota jakarta selatan",ChIJFwAAAPnzaS4RhbTUPjLJLuA,Karet Kuningan,Setiabudi,Kota Jakarta Selatan
warteg kharisma bahari wkb satrio,0,0,-6.2168508,106.8192152,"jl. prof. dr. satrio, rt.3/rw.4, kuningan, karet semanggi, kota jakarta selatan",ChIJgaAiGMD1aS4RVt0O5pU5W-4,Karet Semanggi,Setiabudi,Kota Jakarta Selatan
warteg maju jaya,0,0,-6.2166324,106.8233622,"jalan anggrek1 no 21rt 06 rw 01, rt.10/rw.1, kuningan, karet kuningan, kota jakarta selatan",ChIJKfwGGK71aS4RcAbP_35Ijbo,Karet Kuningan,Setiabudi,Kota Jakarta Selatan
warteg jawa,0,0,-6.2185752,106.8226446,"jl. tiong no.23, rt.7/rw.6, kuningan, rt.7/rw.6, kuningan, karet kuningan, kota jakarta selatan",ChIJUe40nbbzaS4Rt7J24pAdy1s,Karet Kuningan,Setiabudi,Kota Jakarta Selatan
warteg endang pojok,0,0,-6.2227286,106.8258831,"jakarta, mal ambassador, jl. prof. dr. satrio no.05, rt.11/rw.4, kuningan, karet kuningan, kota jakarta selatan",ChIJpSfgRRnzaS4RlIze3u6xY18,Karet Kuningan,Setiabudi,Kota Jakarta Selatan
warteg al fatih 24 jam,4.7,3,-6.2166938,106.8284694,"jalan anggrek 3 no.43rt.017/rw.7 kuningan, jl. kuningan barat raya no.17, rt.16/rw.7, kuningan, karet kuningan, kota jakarta selatan",ChIJi16uPbjzaS4R4LOhLUHbXTk,Karet Kuningan,Setiabudi,Kota Jakarta Selatan
warteg pojok fera,5,1,-6.224065,106.8308632,"jl. pedurenan masjid 2, rt.1/rw.4, kuningan, karet kuningan, kota jakarta selatan",ChIJzUDp3T7zaS4RobNodeXrAnQ,Karet Kuningan,Setiabudi,Kota Jakarta Selatan
warteg ayam bakar,0,0,-6.2172015,106.8366435,"pasar lokbin muria dalam, rt.16/rw.05, menteng atas, kota jakarta selatan",ChIJG0WNihbzaS4RyHjkvqeb7_A,Menteng Atas,Setiabudi,Kota Jakarta Selatan
warteg pak kumis,4.4,38,-6.2189988,106.8411374,"jl. subur ujung no.4, rt.14/rw.15, menteng atas, kota jakarta selatan",ChIJmX3xK_XzaS4R1lNPl3trJj4,Menteng Atas,Setiabudi,Kota Jakarta Selatan
warteg ayu laka- laka,5,4,-6.220667,106.842047,"jl. rela no 4a rt 09, kel 11, rt.11/rw.10, menteng atas, kota jakarta selatan",ChIJkSaQ1u_zaS4RPwl7frKsA5M,Menteng Atas,Setiabudi,Kota Jakarta Selatan
warteg bahari,0,0,-6.221403,106.844424,"jl. menteng pulo, rt.12/rw.8, menteng atas, kota jakarta selatan",ChIJwwwDgovzaS4R-mU6M41P8VI,Menteng Atas,Setiabudi,Kota Jakarta Selatan
warteg eli,0,0,-6.2213716,106.8415388,"qrhr+fj3, rt.10/rw.9, menteng atas, south jakarta city",ChIJ41ponbnzaS4RVaKK9xX0nbM,Menteng Atas,Setiabudi,Kota Jakarta Selatan
warteg putra bahari 113,5,1,-6.2106204,106.8468557,"jl. padang panjang no.5b, rt.4/rw.8, ps. manggis, kota jakarta selatan",ChIJhcdPdPv1aS4RTFUcafcs5QA,Pasar Manggis,Setiabudi,Kota Jakarta Selatan
warteg siang malam,4.6,51,-6.2147085,106.8436209,"jl. minangkabau barat no.75, rt.7/rw.8, ps. manggis, kota jakarta selatan",ChIJPzcUHHX0aS4RoVB7xpFPE0Y,Pasar Manggis,Setiabudi,Kota Jakarta Selatan
warteg bahari pasar rumput,0,0,-6.2076568,106.8418593,"jl. sultan agung no.25, rt.5/rw.2, ps. manggis, kota jakarta selatan",ChIJX3UKt3z1aS4RgFZ2UMEJFGA,Pasar Manggis,Setiabudi,Kota Jakarta Selatan
warteg 88,5,1,-6.2111303,106.8400312,"15, jl. menteng bata no.16, rw.7, ps. manggis, kota jakarta selatan",ChIJYzRfMtr1aS4REmA0q5_vGbo,Pasar Manggis,Setiabudi,Kota Jakarta Selatan
warteg subsidi bahari,4.3,35,-6.2137514,106.8429523,"jl. payakumbuh no.79-83, rt.2/rw.9, ps. manggis, kota jakarta selatan",ChIJYaSM1Kv1aS4Rexn6l9onvwY,Pasar Manggis,Setiabudi,Kota Jakarta Selatan
warteg murah rizqi,4.3,3,-6.2144411,106.8429165,"jl. payakumbuh no.14, rt.4/rw.6, menteng atas, kota jakarta selatan",ChIJB85Pumf1aS4RIIrT013awrA,Menteng Atas,Setiabudi,Kota Jakarta Selatan
warteg mj,0,0,-6.2139276,106.8384442,"jl. menteng atas no.32, rt.12/rw.12, menteng atas, kota jakarta selatan",ChIJP_IaZIf1aS4RzHnIjVB2Xp4,Menteng Atas,Setiabudi,Kota Jakarta Selatan
warteg ayu,0,0,-6.2090111,106.8418541,"jl. menteng wadas timur, rt.13/rw.2, ps. manggis, kota jakarta selatan",ChIJuaka1nL0aS4RETLwT0xq-ZI,Pasar Manggis,Setiabudi,Kota Jakarta Selatan
wahyoo warteg sinta bahari,4,2,-6.2150709,106.840792,"9, jl. menteng atas no.6, rt.9/rw.6, menteng atas, kota jakarta selatan",ChIJjUg5GBH1aS4R6eEb7z3yB5s,Menteng Atas,Setiabudi,Kota Jakarta Selatan
wahyoo warteg ortega sumber rezeki,0,0,-6.2108307,106.8435578,"jl. menteng wadas iv no.4, rt.14/rw.1, ps. manggis, kota jakarta selatan",ChIJnQGQNE31aS4RZcl7RH1Eslg,Pasar Manggis,Setiabudi,Kota Jakarta Selatan
warteg selera bahari,0,0,-6.2140712,106.8411123,"jl. menteng atas no.43-6, rt.14/rw.9, ps. manggis, kota jakarta selatan",ChIJZVlmbPX1aS4RokhLOPMza34,Pasar Manggis,Setiabudi,Kota Jakarta Selatan
warteg citaayu,0,0,-6.2171727,106.8404217,"jl. menteng atas dalam, rt.14/rw.6, menteng atas, kota jakarta selatan",ChIJ4Y-VW_XzaS4R66zBHx0QdTM,Menteng Atas,Setiabudi,Kota Jakarta Selatan
warteg kharisma bahari - ambassador,4.7,10,-6.2239,106.828183,"jl. pedurenan masjid iii no.58, rt.11/rw.4, kuningan, karet kuningan, kota jakarta selatan",ChIJVeUhTvzzaS4R6VoBqCD8XYU,Karet Kuningan,Setiabudi,Kota Jakarta Selatan
warteg mba imah,5,1,-6.2268388,106.8356178,"jl. yayasan rpi no.115, rt.11/rw.13, kuningan tim., kota jakarta selatan",ChIJVwGRAfLzaS4RnSjiv8yJfhk,Kuningan Timur,Setiabudi,Kota Jakarta Selatan
wahyoo warteg putra bahari,0,0,-6.2191449,106.8379734,"4, rt.5/rw.5, menteng atas, kota jakarta selatan",ChIJZ6pdjzTzaS4R1g3rBCgJ11k,Menteng Atas,Setiabudi,Kota Jakarta Selatan
